,Program Name,Course Code,CRN,Subject,Course Number,Section,Title,Type,Day(s),Time,Room,Instructor(s)
875,Nursing,NURS 2161,20172,NURS,2161,M02,Nurs Knowlge II: Nur Care Adul,Lecture,-------,1830-2020,WWW,Sarbjit Jaswal
876,Nursing,NURS 2163,20173,NURS,2163,001,NRSG Prac III: Adult Client I,Practicum,-TW----,0730-1520,OFFC,"Sharon Stunder, Nicole Abaya, Olga Ahmad, Sarbjit Jaswal, Zabeena Jaffer"
877,Nursing,NURS 2163,20174,NURS,2163,002,NRSG Prac III: Adult Client I,Practicum,-TW----,0730-1520,OFFC,". TBA, Angelina Chan, Eric Worrall, Kathryn Slowski, Rabinder Chahl"
878,Nursing,NURS 2221,20175,NURS,2221,M01,Prf Grwth II: Nrs Advct & Educ,Lecture,----F--,1030-1220,T315,Lyren Chiu
879,Nursing,NURS 2221,20175,NURS,2221,M01,Prf Grwth II: Nrs Advct & Educ,Lecture,-------,1830-2020,WWW,Lyren Chiu
880,Nursing,NURS 2221,20176,NURS,2221,M02,Prf Grwth II: Nrs Advct & Educ,Lecture,----F--,1230-1420,T315,Lyren Chiu
881,Nursing,NURS 2221,20176,NURS,2221,M02,Prf Grwth II: Nrs Advct & Educ,Lecture,-------,1830-2020,WWW,Lyren Chiu
882,Nursing,NURS 3130,20178,NURS,3130,M01,Self & Others II: Reltal Prac,Lecture,M------,1230-1420,T315,Tina Johnston
883,Nursing,NURS 3130,20178,NURS,3130,M01,Self & Others II: Reltal Prac,Lecture,-------,1830-2020,WWW,Tina Johnston
884,Nursing,NURS 3130,20179,NURS,3130,M02,Self & Others II: Reltal Prac,Lecture,M------,1030-1220,T315,Tina Johnston
885,Nursing,NURS 3130,20179,NURS,3130,M02,Self & Others II: Reltal Prac,Lecture,-------,1830-2020,WWW,Tina Johnston
886,Nursing,NURS 3160,20180,NURS,3160,001,Nrsng Skills: Hlng Assmnt III,Lecture,M------,0830-1220,T334,Cathie Chin
887,Nursing,NURS 3160,20181,NURS,3160,002,Nrsng Skills: Hlng Assmnt III,Lecture,M------,1230-1620,T334,Wendy Hsu
888,Nursing,NURS 3162,20182,NURS,3162,001,Nursing Practice V: Adult as C,Practicum,-TW----,0730-1520,OFFC,"Alice Endrizzi, Benjamin Harris, Cathie Chin, Thea Quinones, Wendy Hsu"
889,Nursing,NURS 3162,20184,NURS,3162,002,Nursing Practice V: Adult as C,Practicum,-TW----,0730-1520,OFFC,"Christian Clado, Alexandra Vickers, Benjamin Russell, Yujin Lim"
890,Nursing,NURS 3209,20185,NURS,3209,M01,Health III: Family and Populat,Lecture,----F--,1230-1420,A314,Julie Bedford
891,Nursing,NURS 3209,20185,NURS,3209,M01,Health III: Family and Populat,Lecture,-------,1830-2020,WWW,Julie Bedford
892,Nursing,NURS 3209,20187,NURS,3209,M02,Health III: Family and Populat,Lecture,----F--,1230-1420,A334,. TBA
893,Nursing,NURS 3209,20187,NURS,3209,M02,Health III: Family and Populat,Lecture,-------,1830-2020,WWW,. TBA
894,Nursing,NURS 3261,20188,NURS,3261,AM1,N3261 Nursing Knowledge V: Nur,Lecture,---RF--,0830-1020,T315,Mary Peters
895,Nursing,NURS 3261,20188,NURS,3261,AM1,N3261 Nursing Knowledge V: Nur,Lecture,-------,1830-2020,WWW,Mary Peters
896,Nursing,NURS 3261,20189,NURS,3261,BM1,N3261 Nursing Knowledge V: Nur,Lecture,---RF--,0830-1020,T315,Baljit Khun-Khun
897,Nursing,NURS 3261,20189,NURS,3261,BM1,N3261 Nursing Knowledge V: Nur,Lecture,-------,1830-2020,WWW,Baljit Khun-Khun
898,Nursing,NURS 3262,20190,NURS,3262,AM1,Nursing Knowledge V:,Lecture,---RF--,0830-1120,A334,Sarah Desbiens
899,Nursing,NURS 3262,20190,NURS,3262,AM1,Nursing Knowledge V:,Lecture,-------,1930-2020,WWW,Sarah Desbiens
900,Nursing,NURS 3262,20191,NURS,3262,BM1,Nursing Knowledge V:,Lecture,---RF--,0830-1120,A334,Karen McColgan
901,Nursing,NURS 3262,20191,NURS,3262,BM1,Nursing Knowledge V:,Lecture,-------,1930-2020,WWW,Karen McColgan
902,Nursing,NURS 3264,20192,NURS,3264,A01,Nursing Practice VI (A): Famil,Practicum,-TW----,0730-1520,OFFC,"Hana Pecinova, Amandeep Turre, Karen McColgan, Sarah Desbiens, Satwinder Chahal"
903,Nursing,NURS 3264,20194,NURS,3264,B01,Nursing Practice VI (A): Famil,Practicum,-TW----,0730-1520,OFFC,"Hana Pecinova, Amandeep Turre, Karen McColgan, Satwinder Chahal"
904,Nursing,NURS 3265,20195,NURS,3265,A01,Nursing Practice VI (B): Infan,Practicum,-TW----,0730-1520,OFFC,"Cristina Follador, . TBA, Baljit Khun-Khun, Helen Jackson, Mary Peters, Robin Khanna"
905,Nursing,NURS 3265,20197,NURS,3265,B01,Nursing Practice VI (B): Infan,Practicum,-TW----,0730-1520,OFFC,"Cristina Follador, Baljit Khun-Khun, Helen Jackson, Mary Peters, Robin Khanna"
906,Nursing,NURS 3321,20205,NURS,3321,M01,Professional Growth IV: Nurs,Lecture,M------,1230-1420,C510,Meghan Asher
907,Nursing,NURS 3321,20205,NURS,3321,M01,Professional Growth IV: Nurs,Lecture,-------,1830-2020,WWW,Meghan Asher
908,Nursing,NURS 3321,20206,NURS,3321,M02,Professional Growth IV: Nurs,Lecture,M------,0930-1120,A272,Claudette Jut
909,Nursing,NURS 3321,20206,NURS,3321,M02,Professional Growth IV: Nurs,Lecture,-------,1830-2020,WWW,Claudette Jut
910,Nursing,NURS 4122,20198,NURS,4122,M01,Prfl Grth III: Rsrch Ev-Bsd Pr,Lecture,----F--,1230-1520,A308,Lyren Chiu
911,Nursing,NURS 4122,20198,NURS,4122,M01,Prfl Grth III: Rsrch Ev-Bsd Pr,Lecture,-------,1930-2020,WWW,Lyren Chiu
912,Nursing,NURS 4122,20200,NURS,4122,M02,Prfl Grth III: Rsrch Ev-Bsd Pr,Lecture,----F--,0830-1120,C510,Anna Douglas
913,Nursing,NURS 4122,20200,NURS,4122,M02,Prfl Grth III: Rsrch Ev-Bsd Pr,Lecture,-------,1930-2020,WWW,Anna Douglas
914,Nursing,NURS 4161,20202,NURS,4161,M01,Nursing Knowledge VIII: Advanc,Lecture,M------,0830-1120,A284,Drisanna Chow
915,Nursing,NURS 4161,20202,NURS,4161,M01,Nursing Knowledge VIII: Advanc,Lecture,-------,1930-2020,WWW,Drisanna Chow
916,Nursing,NURS 4161,20203,NURS,4161,M02,Nursing Knowledge VIII: Advanc,Lecture,M------,1230-1520,A272,William Konn
917,Nursing,NURS 4161,20203,NURS,4161,M02,Nursing Knowledge VIII: Advanc,Lecture,-------,1930-2020,WWW,William Konn
918,Nursing,NURS 4163,20208,NURS,4163,001,Nursing Practice VIII: Complex,Practicum,-TW----,0730-1520,OFFC,"Anna Douglas, Alex Tripunov, Drisanna Chow, Justin Puffalt, Laura Cottrell, Shelina Keys, Yujin Lim"
919,Nursing,NURS 4163,20210,NURS,4163,002,Nursing Practice VIII: Complex,Practicum,-TW----,0730-1520,OFFC,"Anna Douglas, Meghan Asher, Suveg Tung, Ying Wah Mao"
920,Nursing,NURS 4265,20211,NURS,4265,001,Nursing Practice IX: Transitio,Practicum,-------,-,OFFC,"Hardeep Heir, Alice Endrizzi, Denise Thomas, Kelly Hughes, Michelle Su, Roseller Ofreneo, Sarah Reeves, Shelina Keys"
921,Nursing,NURS 5100,20213,NURS,5100,M01,Professional Communication II,Lecture,--W----,1330-1520,T315,Deborah Katz
922,Nursing,NURS 5100,20213,NURS,5100,M01,Professional Communication II,Lecture,-------,1830-2020,WWW,Deborah Katz
923,Nursing,NURS 5125,20214,NURS,5125,001,Clinical Skills Lab II,Lecture,--W----,0830-1220,T334,. TBA
924,Nursing,NURS 5145,20216,NURS,5145,M01,Crit Thinking & Deci Making II,Lecture,M------,1030-1220,C510,Thea Quinones
925,Nursing,NURS 5145,20216,NURS,5145,M01,Crit Thinking & Deci Making II,Lecture,-------,1830-2020,WWW,Thea Quinones
926,Nursing,NURS 5185***NEW COURSE***,20217,NURS,5185,001,Clinical Nursing Practice I,Practicum,---RF--,0730-1220,OFFC,". TBA, Suzanne Tytler, Thi Thu Ly Nguyen"
927,Nursing,NURS 5265,20218,NURS,5265,001,Clinical Simulation,Lecture,M------,0830-1220,TBSCH,Alexandra Vickers
928,Nursing,NURS 5275,20220,NURS,5275,M01,Common Health Challenges in Ca,Lecture,---R---,0830-1030,C509,Laura Cottrell
929,Nursing,NURS 5275,20220,NURS,5275,M01,Common Health Challenges in Ca,Lecture,-------,1830-2020,WWW,Laura Cottrell
930,Nursing,NURS 5280,20221,NURS,5280,M01,Crit Thinking & Dec Making III,Lecture,---R---,1130-1320,T315,Deborah Katz
931,Nursing,NURS 5280,20221,NURS,5280,M01,Crit Thinking & Dec Making III,Lecture,-------,1830-2020,WWW,Deborah Katz
932,Nutrition,NUTR 1100,20334,NUTR,1100,M01,Introduction to Nutrition,Lecture,-T-----,1030-1220,B155,Monica Molag
933,Nutrition,NUTR 1100,20334,NUTR,1100,M01,Introduction to Nutrition,Lecture,-------,-,WWW,Monica Molag
934,Nutrition,NUTR 1100,20785,NUTR,1100,M02,Introduction to Nutrition,Lecture,---R---,1230-1420,B155,Nadia Vidas
935,Nutrition,NUTR 1100,20785,NUTR,1100,M02,Introduction to Nutrition,Lecture,-------,-,WWW,Nadia Vidas
936,Nutrition,NUTR 2112,20335,NUTR,2112,M01,Nutrition I,Lecture,--W----,1030-1220,T530,Nadia Vidas
937,Nutrition,NUTR 2112,20335,NUTR,2112,M01,Nutrition I,Lecture,-------,-,WWW,Nadia Vidas
938,Nutrition,NUTR 2112,20336,NUTR,2112,W01,Nutrition I,WWW,-------,-,WWW,Nadia Vidas
939,Nutrition,NUTR 2212,20337,NUTR,2212,M01,Nutrition II,Lecture,---R---,1030-1220,B252,Laila Hussain
940,Nutrition,NUTR 2212,20337,NUTR,2212,M01,Nutrition II,Lecture,-------,-,WWW,Laila Hussain
941,Nutrition,NUTR 2212,20338,NUTR,2212,W01,Nutrition II,WWW,-------,-,WWW,Laila Hussain
942,Nutrition,NUTR 2500,20339,NUTR,2500,W01,Sports Nutrition,WWW,-------,-,WWW,Rebekah Sandhu
943,Philosophy,PHIL 1100,20232,PHIL,1100,001,"Intro to Phil: Eth, Soc & Pol",Lecture,M-W----,1230-1420,A218,Christopher Yorke
944,Philosophy,PHIL 1100,20233,PHIL,1100,002,"Intro to Phil: Eth, Soc & Pol",Lecture,-T-R---,1030-1220,B023,Christopher Yorke
945,Philosophy,PHIL 1100,20234,PHIL,1100,003,"Intro to Phil: Eth, Soc & Pol",Lecture,--W----,1830-2120,A218,Kent Schmor
946,Philosophy,PHIL 1101,20235,PHIL,1101,001,Intro to Phil: Knwldg & Rlty,Lecture,-T-R---,1430-1620,A218,Christopher Yorke
947,Philosophy,PHIL 1103,20236,PHIL,1103,001,Intro to Philosophy of Science,Lecture,--W----,1430-1720,A215,Kent Schmor
948,Philosophy,PHIL 1105,20243,PHIL,1105,001,Biomedical Ethics,Lecture,---R---,1430-1720,A122A,Kent Schmor
949,Philosophy,PHIL 2226,20672,PHIL,2226,AF1,Social & Political Philosophy,Lecture,MTWR---,0900-1220,A236,"Kelin Emmett, Rana Ahmad"
950,Philosophy,PHIL 2226,20672,PHIL,2226,AF1,Social & Political Philosophy,Field School,-------,-,OFFC,"Kelin Emmett, Rana Ahmad"
951,Philosophy,PHIL 2295,20673,PHIL,2295,AF1,Philosophy and Remembrance,Lecture,MTWR---,1300-1550,A236,"Kelin Emmett, Rana Ahmad"
952,Philosophy,PHIL 2295,20673,PHIL,2295,AF1,Philosophy and Remembrance,Field School,-------,-,OFFC,"Kelin Emmett, Rana Ahmad"
953,Philosophy,PHIL 3200,20226,PHIL,3200,W01,Critical Thinking & Bsns Ethic,WWW,-------,-,WWW,Christopher Yorke
954,Physics,PHYS 1114,20374,PHYS,1114,001,Basic Physics,Lecture,-T-----,0830-1020,T313,Pari Ranjbary
955,Physics,PHYS 1114,20374,PHYS,1114,001,Basic Physics,Lecture,---R---,0830-1020,T342,Pari Ranjbary
956,Physics,PHYS 1114,20374,PHYS,1114,001,Basic Physics,Lab,--W----,0830-1020,T350,Pari Ranjbary
957,Physics,PHYS 1114,20379,PHYS,1114,002,Basic Physics,Lecture,--W----,1030-1220,T342,Pari Ranjbary
958,Physics,PHYS 1114,20379,PHYS,1114,002,Basic Physics,Lecture,---R---,1030-1220,T342,Pari Ranjbary
959,Physics,PHYS 1114,20379,PHYS,1114,002,Basic Physics,Lab,-T-----,1030-1220,T350,Pari Ranjbary
960,Physics,PHYS 1118,20381,PHYS,1118,001,Introductory Physics,Lecture,-T-----,0830-1020,T342,Mayra Tovar
961,Physics,PHYS 1118,20381,PHYS,1118,001,Introductory Physics,Lecture,--W----,0830-1020,T313,Mayra Tovar
962,Physics,PHYS 1118,20381,PHYS,1118,001,Introductory Physics,Lab,---R---,0830-1020,T350,Mayra Tovar
963,Physics,PHYS 1118,20382,PHYS,1118,002,Introductory Physics,Lecture,-T-----,1030-1220,T342,Mayra Tovar
964,Physics,PHYS 1118,20382,PHYS,1118,002,Introductory Physics,Lecture,--W----,1030-1220,T313,Mayra Tovar
965,Physics,PHYS 1118,20382,PHYS,1118,002,Introductory Physics,Lab,---R---,1030-1220,T350,Mayra Tovar
966,Physics,PHYS 1118,20383,PHYS,1118,003,Introductory Physics,Lecture,-T-----,1430-1620,T342,Mayra Tovar
967,Physics,PHYS 1118,20383,PHYS,1118,003,Introductory Physics,Lecture,--W----,1430-1620,T313,Mayra Tovar
968,Physics,PHYS 1118,20383,PHYS,1118,003,Introductory Physics,Lab,---R---,1430-1620,T350,Mayra Tovar
969,Physics,PHYS 1125,20384,PHYS,1125,001,Physics I With Calculus,Lecture,-T-----,1230-1420,T342,Pari Ranjbary
970,Physics,PHYS 1125,20384,PHYS,1125,001,Physics I With Calculus,Lecture,--W----,1230-1420,T342,Pari Ranjbary
971,Physics,PHYS 1125,20384,PHYS,1125,001,Physics I With Calculus,Lab,---R---,1230-1420,T346,Pari Ranjbary
972,Political Science,POLI 1100,20283,POLI,1100,001,Intro to Government Politics,Lecture,----F--,0930-1220,A215,Terri Evans
973,Political Science,POLI 1100,20284,POLI,1100,002,Intro to Government Politics,Lecture,----F--,1330-1620,A215,Terri Evans
974,Political Science,POLI 1100,20227,POLI,1100,W01,Intro to Government Politics,WWW,---R---,1830-2120,WWW,Terri Evans
975,Political Science,POLI 1100,20783,POLI,1100,W02,Intro to Government Politics,WWW,-------,-,WWW,Terri Evans
976,Political Science,POLI 1119,20285,POLI,1119,001,Cdn Politics & Government,Lecture,M-W----,1030-1220,A122B,Stephen Phillips
977,Political Science,POLI 1119,20286,POLI,1119,W01,Cdn Politics & Government,WWW,-------,-,WWW,Stephen Phillips
978,Political Science,POLI 2241,20287,POLI,2241,W01,BC Politics & Government,WWW,-T-----,1030-1220,WWW,Stephen Phillips
979,Professional Photography,PHOT 1100,20002,PHOT,1100,001,Photographic Explorations,Lecture,M------,1430-1720,A284,Catharine O'Brien-Bell
980,Professional Photography,PHOT 1100,20002,PHOT,1100,001,Photographic Explorations,Lab,--W----,1430-1720,A284,Catharine O'Brien-Bell
981,Professional Photography,PHOT 1100,20106,PHOT,1100,002,Photographic Explorations,Lecture,-T-----,1430-1720,A284,Catharine O'Brien-Bell
982,Professional Photography,PHOT 1100,20106,PHOT,1100,002,Photographic Explorations,Lab,---R---,1430-1720,A284,Catharine O'Brien-Bell
983,Professional Photography,PHOT 1100,20107,PHOT,1100,W01,Photographic Explorations,WWW,-------,-,WWW,Sara McIntyre
984,Professional Photography,PHOT 1100,20110,PHOT,1100,W02,Photographic Explorations,WWW,-------,-,WWW,Sara McIntyre
985,Psychology,PSYC 1115,20682,PSYC,1115,001,"Intro Biol, Cogn & Dev",Lecture,--W----,1830-2120,A130,Alannah Wallace
986,Psychology,PSYC 1115,20683,PSYC,1115,002,"Intro Biol, Cogn & Dev",Lecture,M-W----,1030-1220,A130,John Paylor
987,Psychology,PSYC 1115,20684,PSYC,1115,M01,"Intro Biol, Cogn & Dev",Lecture,---R---,1230-1420,A130,Ivan Trujillo-Pisanty
988,Psychology,PSYC 1115,20684,PSYC,1115,M01,"Intro Biol, Cogn & Dev",Lecture,-------,-,WWW,Ivan Trujillo-Pisanty
989,Psychology,PSYC 1115,20685,PSYC,1115,W01,"Intro Biol, Cogn & Dev",WWW,-------,-,WWW,Valerie Lloyd
990,Psychology,PSYC 1115,20686,PSYC,1115,W02,"Intro Biol, Cogn & Dev",WWW,-------,-,WWW,Erin Lea
991,Psychology,PSYC 1215,20687,PSYC,1215,001,"Intro Soc, Pers & Abnorm",Lecture,----F--,0930-1220,A130,Pocholo Andrew Velasquez
992,Psychology,PSYC 1215,20688,PSYC,1215,002,"Intro Soc, Pers & Abnorm",Lecture,M-W----,1230-1420,A130,Farhad Dastur
993,Psychology,PSYC 1215,20689,PSYC,1215,003,"Intro Soc, Pers & Abnorm",Lecture,M------,1530-1820,A136B,Farhad Dastur
994,Psychology,PSYC 1215,20690,PSYC,1215,M01,"Intro Soc, Pers & Abnorm",Lecture,-T-----,1230-1420,A130,Linda Scratchley
995,Psychology,PSYC 1215,20690,PSYC,1215,M01,"Intro Soc, Pers & Abnorm",Lecture,-------,-,WWW,Linda Scratchley
996,Psychology,PSYC 1215,20692,PSYC,1215,W01,"Intro Soc, Pers & Abnorm",WWW,-------,-,WWW,Susan Numerow
997,Psychology,PSYC 1215,20693,PSYC,1215,W02,"Intro Soc, Pers & Abnorm",WWW,-------,-,WWW,Susan Numerow
998,Psychology,PSYC 2318,20694,PSYC,2318,AW1,Psych of the Exceptional Child,WWW,-------,-,WWW,Julianne Beadle
999,Psychology,PSYC 2320,20695,PSYC,2320,001,Research Methods in Psychology,Lecture,-T-R---,1030-1220,A136B,Sumeet Jaswal
1000,Psychology,PSYC 2321,20696,PSYC,2321,W01,Data Analysis for Psychology,WWW,-------,-,WWW,Erin Lea
1001,Psychology,PSYC 2322,20697,PSYC,2322,001,Social Psychology,Lecture,----F--,1230-1520,A130,John Paylor
1002,Psychology,PSYC 2326,20698,PSYC,2326,001,Psyc Disorders & Mental Health,Lecture,--W----,0830-1220,B029,Pocholo Andrew Velasquez
1003,Psychology,PSYC 2328,20699,PSYC,2328,001,Applied Early Child Psychology,Lecture,----F--,1330-1620,B029,Alannah Wallace
1004,Psychology,PSYC 2333,20700,PSYC,2333,001,Appld Behavioural Neuroscience,Lecture,-T-----,1430-1720,A130,Ivan Trujillo-Pisanty
1005,Psychology,PSYC 2341,20701,PSYC,2341,W01,Cognitive Psychology,WWW,-------,-,WWW,Valerie Lloyd
1006,Publishing,PUBL 1100,20768,PUBL,1100,M01,Publishing Explorations,Lecture,--W----,1330-1620,A247,Josue Menjivar
1007,Publishing,PUBL 1100,20768,PUBL,1100,M01,Publishing Explorations,Lecture,-------,-,WWW,Josue Menjivar
1008,Publishing,PUBL 1900,20767,PUBL,1900,AW1,Modern Digital Publishing,WWW,-------,-,WWW,Josue Menjivar
1009,Religious Studies,RELS 1220,20230,RELS,1220,001,Religions of the West,Lecture,M------,1030-1320,B021,Timothy Stevenson
1010,Religious Studies,RELS 1220,20231,RELS,1220,002,Religions of the West,Lecture,M------,1430-1720,B021,Timothy Stevenson
1011,Science,SCIE 1114,20390,SCIE,1114,001,Science Literacy,Lecture,MT-R---,1030-1120,A237,Carrie Siew Fang Sim
1012,Science,SCIE 1114,20390,SCIE,1114,001,Science Literacy,Tutorial,MT-R---,1130-1220,A237,Carrie Siew Fang Sim
1013,Science,SCIE 1114,20392,SCIE,1114,002,Science Literacy,Lecture,MT--F--,1430-1520,A319,Yukino Nitta
1014,Science,SCIE 1114,20392,SCIE,1114,002,Science Literacy,Tutorial,MT--F--,1530-1620,A319,Yukino Nitta
1015,Science,SCIE 1114,20394,SCIE,1114,003,Science Literacy,Lecture,MT-R---,1330-1420,A237,Carrie Siew Fang Sim
1016,Science,SCIE 1114,20394,SCIE,1114,003,Science Literacy,Tutorial,MT-R---,1430-1520,A237,Carrie Siew Fang Sim
1017,Sociology,SOCI 1120,20638,SOCI,1120,001,Intro to Soci: Models/Concepts,Lecture,M-W----,1030-1220,T001,Collin Ho-Lun Li
1018,Sociology,SOCI 1120,20639,SOCI,1120,W01,Intro to Soci: Models/Concepts,WWW,-------,-,WWW,Sharlie Eicker
1019,Sociology,SOCI 1121,20640,SOCI,1121,001,Intro to Soci: Strctrs Prcss,Lecture,M-W----,1230-1420,A122A,Collin Ho-Lun Li
1020,Sociology,SOCI 1121,20641,SOCI,1121,W01,Intro to Soci: Strctrs Prcss,WWW,-------,-,WWW,. TBA
1021,Sociology,SOCI 1126,20642,SOCI,1126,001,Intro Envrmntl Sociology,Lecture,----F--,0930-1220,A218,Sharlie Eicker
1022,Sociology,SOCI 1126,20643,SOCI,1126,W01,Intro Envrmntl Sociology,WWW,-------,-,WWW,Sharlie Eicker
1023,Sociology,SOCI 1127,20644,SOCI,1127,001,Social Problems,Lecture,-T-R---,1230-1420,B253,. TBA
1024,Sociology,SOCI 1127,20645,SOCI,1127,W01,Social Problems,WWW,-------,-,WWW,. TBA
1025,Sociology,SOCI 1195,20647,SOCI,1195,M01,Spc Topics: Ethn Div in Canada,Lecture,-T-----,1430-1620,A122A,Elic Chan
1026,Sociology,SOCI 1195,20647,SOCI,1195,M01,Spc Topics: Ethn Div in Canada,Lecture,-------,-,WWW,Elic Chan
1027,Spanish,SPAN 1115,20373,SPAN,1115,001,Beginner's Spanish I,Lecture,M-W----,1030-1220,WWW,Elic Chan
1028,Spanish,SPAN 1115,20371,SPAN,1115,A01,Beginner's Spanish I,Lecture,MTWR---,1230-1420,A339,Laura Vass
1029,Spanish,SPAN 1115,20372,SPAN,1115,M01,Beginner's Spanish I,Lecture,-T-----,0830-1020,A322,Laura Vass
1030,Spanish,SPAN 1115,20372,SPAN,1115,M01,Beginner's Spanish I,Lecture,-------,-,WWW,Laura Vass
1031,Spanish,SPAN 1215,20790,SPAN,1215,001,Beginner's Spanish II,Lecture,M-W----,1030-1220,A339,Laura Vass
1032,Statistics,STAT 1123,20599,STAT,1123,001,Basic Prob & Stats - Business,Lecture,M-W----,0830-1020,A122A,Yu-Ling Tsai
1033,Statistics,STAT 1123,20600,STAT,1123,002,Basic Prob & Stats - Business,Lecture,M-W----,0830-1020,A122A,Yu-Ling Tsai
1034,Statistics,STAT 1123,20601,STAT,1123,003,Basic Prob & Stats - Business,Lecture,-T-R---,1830-2020,B008,. TBA
1035,Statistics,STAT 1123,20603,STAT,1123,004,Basic Prob & Stats - Business,Lecture,-T-R---,1030-1220,B008,. TBA
1036,Statistics,STAT 1123,20604,STAT,1123,005,Basic Prob & Stats - Business,Lecture,-T-R---,1430-1620,B010,. TBA
1037,Statistics,STAT 1123,20605,STAT,1123,006,Basic Prob & Stats - Business,Lecture,M-W----,1230-1420,B010,Yew-Wei Lim
1038,Statistics,STAT 1123,20606,STAT,1123,007,Basic Prob & Stats - Business,Lecture,-T-R---,1230-1420,B008,Yew-Wei Lim
1039,Statistics,STAT 1123,20607,STAT,1123,008,Basic Prob & Stats - Business,Lecture,M-W----,1630-1820,B010,Yew-Wei Lim
1040,Statistics,STAT 1124,20608,STAT,1124,001,Statistical Methods I,Lecture,M-W----,1030-1220,B008,. TBA
1041,Statistics,STAT 1124,20609,STAT,1124,002,Statistical Methods I,Lecture,-T-R---,1430-1620,B031,Ruwan Karunanayaka
1042,Statistics,STAT 1124,20610,STAT,1124,003,Statistical Methods I,Lecture,-T-R---,0830-1020,B010,. TBA
1043,Statistics,STAT 1181,20611,STAT,1181,001,Descr & Elem Inferential Stats,Lecture,-T-R---,1030-1220,B010,. TBA
1044,Statistics,STAT 1182,20612,STAT,1182,W01,Using Excel in First-Term Stat,WWW,-------,-,WWW,Hezi Fu
1045,Statistics,STAT 2225,20613,STAT,2225,001,Inter Statistical Inference,Lecture,M-W----,1430-1620,B010,. TBA
1046,Statistics,STAT 3222,20614,STAT,3222,001,Intrmdt. Appld Stats for Bus.,Lecture,M-W----,1630-1820,B008,Ruwan Karunanayaka
1047,Statistics,STAT 3223,20616,STAT,3223,001,Intrmdt. Quantitative Methods,Lecture,--W----,1830-2120,B032,Yu-Ling Tsai
1048,Statistics,STAT 4800,20711,STAT,4800,001,Business Statistics,Lecture,-T-R---,1630-1820,B031,Ruwan Karunanayaka
1049,Statistics,STAT 4800,20712,STAT,4800,002,Business Statistics,Lecture,M-W----,1430-1620,B031,Michael Lo
1050,Statistics,STAT 4800,20713,STAT,4800,003,Business Statistics,Lecture,-T-R---,1030-1220,B031,Ruwan Karunanayaka
1051,Statistics,STAT 4800,20714,STAT,4800,004,Business Statistics,Lecture,M-W----,1030-1220,C412,Michael Lo
1052,Statistics,STAT 4800,20715,STAT,4800,005,Business Statistics,Lecture,-T-R---,1430-1620,B030,Eugene Li
1053,Statistics,STAT 4810,20716,STAT,4810,001,Intermediate Quantita Methods,Lecture,M-W----,1230-1420,B031,Yu-Ling Tsai
1054,Web Mobile App Dsgn & Develpmt,WMDD 4800,20237,WMDD,4800,M01,Graphic Design for Web,Lecture,-T-----,1330-1520,B018,Jesica Ortega Nava
1055,Web Mobile App Dsgn & Develpmt,WMDD 4800,20237,WMDD,4800,M01,Graphic Design for Web,Lecture,-------,-,WWW,Jesica Ortega Nava
1056,Web Mobile App Dsgn & Develpmt,WMDD 4800,20238,WMDD,4800,M02,Graphic Design for Web,Lecture,-T-----,1530-1720,B018,Jesica Ortega Nava
1057,Web Mobile App Dsgn & Develpmt,WMDD 4800,20238,WMDD,4800,M02,Graphic Design for Web,Lecture,-------,-,WWW,Jesica Ortega Nava
1058,Web Mobile App Dsgn & Develpmt,WMDD 4811,20239,WMDD,4811,M01,Graphics Technique Fundamental,Lecture,-T-----,0930-1120,B014,Josue Menjivar
1059,Web Mobile App Dsgn & Develpmt,WMDD 4811,20239,WMDD,4811,M01,Graphics Technique Fundamental,Lecture,-------,-,WWW,Josue Menjivar
1060,Web Mobile App Dsgn & Develpmt,WMDD 4811,20240,WMDD,4811,M02,Graphics Technique Fundamental,Lecture,-T-----,1130-1320,B014,Josue Menjivar
1061,Web Mobile App Dsgn & Develpmt,WMDD 4811,20240,WMDD,4811,M02,Graphics Technique Fundamental,Lecture,-------,-,WWW,Josue Menjivar
1062,Web Mobile App Dsgn & Develpmt,WMDD 4815,20241,WMDD,4815,M01,HTML/CSS I,Lecture,M------,0930-1120,B018,Tomoko Okochi
1063,Web Mobile App Dsgn & Develpmt,WMDD 4815,20241,WMDD,4815,M01,HTML/CSS I,Lecture,-------,-,WWW,Tomoko Okochi
1064,Web Mobile App Dsgn & Develpmt,WMDD 4815,20242,WMDD,4815,M02,HTML/CSS I,Lecture,M------,1130-1320,B018,Tomoko Okochi
1065,Web Mobile App Dsgn & Develpmt,WMDD 4815,20242,WMDD,4815,M02,HTML/CSS I,Lecture,-------,-,WWW,Tomoko Okochi
1066,Web Mobile App Dsgn & Develpmt,WMDD 4820,20244,WMDD,4820,M01,Intro to Web Programming,Lecture,M------,1330-1520,B018,Amandeep Singh
1067,Web Mobile App Dsgn & Develpmt,WMDD 4820,20244,WMDD,4820,M01,Intro to Web Programming,Lecture,-------,-,WWW,Amandeep Singh
1068,Web Mobile App Dsgn & Develpmt,WMDD 4820,20245,WMDD,4820,M02,Intro to Web Programming,Lecture,M------,1530-1720,B018,Amandeep Singh
1069,Web Mobile App Dsgn & Develpmt,WMDD 4820,20245,WMDD,4820,M02,Intro to Web Programming,Lecture,-------,-,WWW,Amandeep Singh
